,game_time,game_date,arena,home_team,home_wins,home_losses,away_team,away_wins,away_losses,attendance
3752,0 days 20:00:00,2021-11-24,Paycom Center,Oklahoma City Thunder,6,12,Utah Jazz,12,6,14081
3753,0 days 19:00:00,2021-11-24,Amway Center,Orlando Magic,4,15,Charlotte Hornets,12,8,16114
3754,0 days 22:00:00,2021-11-24,Golden 1 Center,Sacramento Kings,7,12,Portland Trail Blazers,10,9,14997
3755,0 days 20:30:00,2021-11-24,AT&T Center,San Antonio Spurs,4,13,Atlanta Hawks,10,9,13161
3756,0 days 19:00:00,2021-11-26,Spectrum Center,Charlotte Hornets,13,8,Minnesota Timberwolves,9,10,19314
3757,0 days 21:00:00,2021-11-26,Ball Arena,Denver Nuggets,9,10,Milwaukee Bucks,12,8,19520
3758,0 days 22:00:00,2021-11-26,Chase Center,Golden State Warriors,17,2,Portland Trail Blazers,10,10,18064
3759,0 days 20:00:00,2021-11-26,Gainbridge Fieldhouse,Indiana Pacers,9,12,Toronto Raptors,9,11,13508
3760,0 days 15:30:00,2021-11-26,Crypto.com Arena,Los Angeles Clippers,11,8,Detroit Pistons,4,15,18139
3761,0 days 22:30:00,2021-11-26,Crypto.com Arena,Los Angeles Lakers,10,11,Sacramento Kings,8,12,18997
3762,0 days 20:00:00,2021-11-26,FedEx Forum,Memphis Grizzlies,9,10,Atlanta Hawks,11,9,16622
3763,0 days 19:00:00,2021-11-26,Madison Square Garden (IV),New York Knicks,10,9,Phoenix Suns,16,3,19812
3764,0 days 20:00:00,2021-11-26,Paycom Center,Oklahoma City Thunder,6,13,Washington Wizards,12,7,14579
3765,0 days 19:00:00,2021-11-26,Amway Center,Orlando Magic,4,16,Chicago Bulls,13,7,18236
3766,0 days 20:30:00,2021-11-26,AT&T Center,San Antonio Spurs,5,13,Boston Celtics,10,10,15360
3767,0 days 21:00:00,2021-11-26,Vivint Smart Home Arena,Utah Jazz,12,7,New Orleans Pelicans,5,16,18306
3768,0 days 19:30:00,2021-11-27,State Farm Arena,Atlanta Hawks,11,10,New York Knicks,11,9,17287
3769,0 days 19:30:00,2021-11-27,Barclays Center,Brooklyn Nets,14,6,Phoenix Suns,17,3,18071
3770,0 days 20:00:00,2021-11-27,United Center,Chicago Bulls,13,8,Miami Heat,13,7,21110
3771,0 days 20:00:00,2021-11-27,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,10,10,Orlando Magic,4,17,18248
3772,0 days 20:30:00,2021-11-27,American Airlines Center,Dallas Mavericks,10,8,Washington Wizards,13,7,20223
3773,0 days 20:00:00,2021-11-27,Toyota Center,Houston Rockets,3,16,Charlotte Hornets,13,9,14687
3774,0 days 18:00:00,2021-11-27,Wells Fargo Center,Philadelphia 76ers,10,10,Minnesota Timberwolves,10,10,21011
3775,0 days 21:00:00,2021-11-27,Vivint Smart Home Arena,Utah Jazz,13,7,New Orleans Pelicans,5,17,18306
3776,0 days 17:00:00,2021-11-28,Gainbridge Fieldhouse,Indiana Pacers,9,13,Milwaukee Bucks,13,8,13130
3777,0 days 15:30:00,2021-11-28,Crypto.com Arena,Los Angeles Clippers,11,9,Golden State Warriors,18,2,19068
3778,0 days 21:30:00,2021-11-28,Crypto.com Arena,Los Angeles Lakers,11,11,Detroit Pistons,4,16,18997
3779,0 days 18:00:00,2021-11-28,FedEx Forum,Memphis Grizzlies,10,10,Sacramento Kings,8,13,12844
3780,0 days 18:00:00,2021-11-28,Scotiabank Arena,Toronto Raptors,9,12,Boston Celtics,11,10,19800
3781,0 days 20:00:00,2021-11-29,United Center,Chicago Bulls,14,8,Charlotte Hornets,13,10,21366
3782,0 days 20:30:00,2021-11-29,American Airlines Center,Dallas Mavericks,10,9,Cleveland Cavaliers,11,10,19229
3783,0 days 20:00:00,2021-11-29,Toyota Center,Houston Rockets,4,16,Oklahoma City Thunder,6,14,12829
3784,0 days 22:30:00,2021-11-29,Crypto.com Arena,Los Angeles Clippers,11,10,New Orleans Pelicans,6,17,15691
3785,0 days 19:30:00,2021-11-29,FTX Arena,Miami Heat,13,8,Denver Nuggets,10,10,19600
3786,0 days 20:00:00,2021-11-29,Target Center,Minnesota Timberwolves,11,10,Indiana Pacers,9,14,14191
3787,0 days 19:00:00,2021-11-29,Wells Fargo Center,Philadelphia 76ers,11,10,Orlando Magic,4,18,20193
3788,0 days 20:30:00,2021-11-29,AT&T Center,San Antonio Spurs,6,13,Washington Wizards,13,8,12606
3789,0 days 21:00:00,2021-11-29,Vivint Smart Home Arena,Utah Jazz,14,7,Portland Trail Blazers,10,11,18306
3790,0 days 19:30:00,2021-11-30,Barclays Center,Brooklyn Nets,15,6,New York Knicks,11,10,18081
3791,0 days 22:00:00,2021-11-30,Phoenix Suns Arena,Phoenix Suns,18,3,Golden State Warriors,18,3,17071
3792,0 days 22:00:00,2021-11-30,Moda Center,Portland Trail Blazers,11,11,Detroit Pistons,4,17,16071
3793,0 days 22:00:00,2021-11-30,Golden 1 Center,Sacramento Kings,8,14,Los Angeles Lakers,12,11,12459
3794,0 days 19:30:00,2021-11-30,Scotiabank Arena,Toronto Raptors,9,13,Memphis Grizzlies,11,10,19800
3795,0 days 19:30:00,2021-12-01,TD Garden,Boston Celtics,12,10,Philadelphia 76ers,11,11,19156
3796,0 days 19:00:00,2021-12-01,Gainbridge Fieldhouse,Indiana Pacers,9,15,Atlanta Hawks,12,10,12656
3797,0 days 22:30:00,2021-12-01,Crypto.com Arena,Los Angeles Clippers,11,11,Sacramento Kings,9,14,17217
3798,0 days 19:30:00,2021-12-01,FTX Arena,Miami Heat,13,9,Cleveland Cavaliers,12,10,19600
3799,0 days 20:00:00,2021-12-01,Fiserv Forum,Milwaukee Bucks,14,8,Charlotte Hornets,13,11,17341
3800,0 days 20:00:00,2021-12-01,Smoothie King Center,New Orleans Pelicans,6,18,Dallas Mavericks,11,9,15558
3801,0 days 20:00:00,2021-12-01,Paycom Center,Oklahoma City Thunder,6,15,Houston Rockets,5,16,13222
3802,0 days 19:00:00,2021-12-01,Amway Center,Orlando Magic,5,18,Denver Nuggets,10,11,14191
3803,0 days 19:00:00,2021-12-01,Capital One Arena,Washington Wizards,14,8,Minnesota Timberwolves,11,11,15318
3804,0 days 20:00:00,2021-12-02,FedEx Forum,Memphis Grizzlies,12,10,Oklahoma City Thunder,6,16,13103
3805,0 days 19:30:00,2021-12-02,Madison Square Garden (IV),New York Knicks,11,11,Chicago Bulls,15,8,19812
3806,0 days 22:00:00,2021-12-02,Moda Center,Portland Trail Blazers,11,12,San Antonio Spurs,7,13,16143
3807,0 days 19:30:00,2021-12-02,Scotiabank Arena,Toronto Raptors,10,13,Milwaukee Bucks,14,9,19800
3808,0 days 19:30:00,2021-12-03,State Farm Arena,Atlanta Hawks,12,11,Philadelphia 76ers,12,11,17092
3809,0 days 19:30:00,2021-12-03,Barclays Center,Brooklyn Nets,16,6,Minnesota Timberwolves,11,12,17732
3810,0 days 20:30:00,2021-12-03,American Airlines Center,Dallas Mavericks,11,10,New Orleans Pelicans,7,18,19218
3811,0 days 22:00:00,2021-12-03,Chase Center,Golden State Warriors,19,3,Phoenix Suns,19,4,18064
3812,0 days 20:00:00,2021-12-03,Toyota Center,Houston Rockets,6,16,Orlando Magic,5,19,13697
3813,0 days 19:00:00,2021-12-03,Gainbridge Fieldhouse,Indiana Pacers,9,16,Miami Heat,14,9,13854
3814,0 days 22:00:00,2021-12-03,Crypto.com Arena,Los Angeles Lakers,12,12,Los Angeles Clippers,12,11,18997
3815,0 days 21:00:00,2021-12-03,Vivint Smart Home Arena,Utah Jazz,15,7,Boston Celtics,12,11,18306
3816,0 days 19:00:00,2021-12-03,Capital One Arena,Washington Wizards,14,9,Cleveland Cavaliers,13,10,17227
3817,0 days 20:00:00,2021-12-04,Barclays Center,Brooklyn Nets,16,7,Chicago Bulls,16,8,18116
3818,0 days 20:30:00,2021-12-04,American Airlines Center,Dallas Mavericks,11,11,Memphis Grizzlies,13,10,19396
3819,0 days 20:30:00,2021-12-04,Chase Center,Golden State Warriors,19,4,San Antonio Spurs,8,13,18064
3820,0 days 20:00:00,2021-12-04,Fiserv Forum,Milwaukee Bucks,15,9,Miami Heat,14,10,17341
3821,0 days 13:00:00,2021-12-04,Madison Square Garden (IV),New York Knicks,11,12,Denver Nuggets,11,11,18272
3822,0 days 22:00:00,2021-12-04,Moda Center,Portland Trail Blazers,11,13,Boston Celtics,13,11,18193
3823,0 days 22:00:00,2021-12-04,Golden 1 Center,Sacramento Kings,10,14,Los Angeles Clippers,12,12,15004
3824,0 days 18:00:00,2021-12-05,State Farm Arena,Atlanta Hawks,12,12,Charlotte Hornets,14,11,16383
3825,0 days 15:30:00,2021-12-05,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,13,11,Utah Jazz,16,7,18113
3826,0 days 19:00:00,2021-12-05,Toyota Center,Houston Rockets,7,16,New Orleans Pelicans,7,19,14771
3827,0 days 18:00:00,2021-12-05,Scotiabank Arena,Toronto Raptors,11,13,Washington Wizards,14,10,19800
3828,0 days 19:00:00,2021-12-06,Spectrum Center,Charlotte Hornets,14,12,Philadelphia 76ers,13,11,14462
3829,0 days 20:00:00,2021-12-06,United Center,Chicago Bulls,17,8,Denver Nuggets,11,12,21236
3830,0 days 19:00:00,2021-12-06,Little Caesars Arena,Detroit Pistons,4,19,Oklahoma City Thunder,7,16,10522
3831,0 days 22:00:00,2021-12-06,Chase Center,Golden State Warriors,20,4,Orlando Magic,5,20,18064
3832,0 days 19:00:00,2021-12-06,Gainbridge Fieldhouse,Indiana Pacers,10,16,Washington Wizards,14,11,12581
3833,0 days 19:30:00,2021-12-06,FTX Arena,Miami Heat,14,11,Memphis Grizzlies,14,10,19600
3834,0 days 20:00:00,2021-12-06,Fiserv Forum,Milwaukee Bucks,16,9,Cleveland Cavaliers,13,12,17341
3835,0 days 20:00:00,2021-12-06,Target Center,Minnesota Timberwolves,11,13,Atlanta Hawks,13,12,15736
3836,0 days 21:00:00,2021-12-06,Phoenix Suns Arena,Phoenix Suns,20,4,San Antonio Spurs,8,14,15292
3837,0 days 22:00:00,2021-12-06,Moda Center,Portland Trail Blazers,11,14,Los Angeles Clippers,13,12,15865
3838,0 days 19:30:00,2021-12-07,American Airlines Center,Dallas Mavericks,11,12,Brooklyn Nets,17,7,19559
3839,0 days 22:00:00,2021-12-07,Crypto.com Arena,Los Angeles Lakers,13,12,Boston Celtics,13,12,18997
3840,0 days 20:30:00,2021-12-07,AT&T Center,San Antonio Spurs,8,15,New York Knicks,12,12,14698
3841,0 days 19:00:00,2021-12-08,Spectrum Center,Charlotte Hornets,14,13,Philadelphia 76ers,14,11,15709
3842,0 days 19:00:00,2021-12-08,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,14,12,Chicago Bulls,17,9,17707
3843,0 days 19:00:00,2021-12-08,Little Caesars Arena,Detroit Pistons,4,20,Washington Wizards,15,11,10499
3844,0 days 22:00:00,2021-12-08,Chase Center,Golden State Warriors,21,4,Portland Trail Blazers,11,15,18064
3845,0 days 20:00:00,2021-12-08,Toyota Center,Houston Rockets,8,16,Brooklyn Nets,17,8,15834
3846,0 days 19:00:00,2021-12-08,Gainbridge Fieldhouse,Indiana Pacers,11,16,New York Knicks,12,13,13167
3847,0 days 22:30:00,2021-12-08,Crypto.com Arena,Los Angeles Clippers,14,12,Boston Celtics,13,13,17064
3848,0 days 20:00:00,2021-12-08,FedEx Forum,Memphis Grizzlies,14,11,Dallas Mavericks,12,12,14025
3849,0 days 19:30:00,2021-12-08,FTX Arena,Miami Heat,15,11,Milwaukee Bucks,16,10,19600
3850,0 days 20:00:00,2021-12-08,Target Center,Minnesota Timberwolves,11,14,Utah Jazz,17,7,15181
3851,0 days 20:00:00,2021-12-08,Smoothie King Center,New Orleans Pelicans,7,20,Denver Nuggets,12,12,15035
3852,0 days 22:00:00,2021-12-08,Golden 1 Center,Sacramento Kings,11,14,Orlando Magic,5,21,14364
3853,0 days 19:30:00,2021-12-08,Scotiabank Arena,Toronto Raptors,11,14,Oklahoma City Thunder,8,16,19800
3854,0 days 20:00:00,2021-12-09,FedEx Forum,Memphis Grizzlies,15,11,Los Angeles Lakers,13,13,16334
3855,0 days 19:00:00,2021-12-09,Wells Fargo Center,Philadelphia 76ers,14,12,Utah Jazz,18,7,20272
3856,0 days 20:30:00,2021-12-09,AT&T Center,San Antonio Spurs,9,15,Denver Nuggets,12,13,12855
3857,0 days 19:30:00,2021-12-10,State Farm Arena,Atlanta Hawks,13,13,Brooklyn Nets,18,8,17074
3858,0 days 19:00:00,2021-12-10,Spectrum Center,Charlotte Hornets,15,13,Sacramento Kings,11,15,16335
3859,0 days 20:00:00,2021-12-10,Toyota Center,Houston Rockets,8,17,Milwaukee Bucks,17,10,16319
3860,0 days 19:00:00,2021-12-10,Gainbridge Fieldhouse,Indiana Pacers,12,16,Dallas Mavericks,12,13,12618
3861,0 days 20:00:00,2021-12-10,Target Center,Minnesota Timberwolves,11,15,Cleveland Cavaliers,15,12,15694
3862,0 days 20:00:00,2021-12-10,Smoothie King Center,New Orleans Pelicans,8,20,Detroit Pistons,4,21,15828
3863,0 days 20:00:00,2021-12-10,Paycom Center,Oklahoma City Thunder,8,17,Los Angeles Lakers,14,13,16523
3864,0 days 22:00:00,2021-12-10,Phoenix Suns Arena,Phoenix Suns,21,4,Boston Celtics,13,14,17071
3865,0 days 19:30:00,2021-12-10,Scotiabank Arena,Toronto Raptors,12,14,New York Knicks,12,14,19800
3866,0 days 20:00:00,2021-12-11,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,16,12,Sacramento Kings,11,16,19432
3867,0 days 15:30:00,2021-12-11,Crypto.com Arena,Los Angeles Clippers,15,12,Orlando Magic,5,22,17156
3868,0 days 20:00:00,2021-12-11,FedEx Forum,Memphis Grizzlies,16,11,Houston Rockets,8,18,17794
3869,0 days 20:00:00,2021-12-11,FTX Arena,Miami Heat,16,11,Chicago Bulls,17,10,19731
3870,0 days 20:30:00,2021-12-11,Wells Fargo Center,Philadelphia 76ers,15,12,Golden State Warriors,21,5,21016
3871,0 days 20:30:00,2021-12-11,AT&T Center,San Antonio Spurs,9,16,Denver Nuggets,13,13,14607
3872,0 days 19:00:00,2021-12-11,Capital One Arena,Washington Wizards,15,12,Utah Jazz,19,7,17575
3873,0 days 18:00:00,2021-12-12,Little Caesars Arena,Detroit Pistons,4,22,Brooklyn Nets,19,8,15289
3874,0 days 21:30:00,2021-12-12,Crypto.com Arena,Los Angeles Lakers,15,13,Orlando Magic,5,23,18997
3875,0 days 12:00:00,2021-12-12,Madison Square Garden (IV),New York Knicks,12,15,Milwaukee Bucks,18,10,19812
3876,0 days 19:00:00,2021-12-12,Paycom Center,Oklahoma City Thunder,8,18,Dallas Mavericks,13,13,15747
3877,0 days 21:00:00,2021-12-12,Moda Center,Portland Trail Blazers,11,16,Minnesota Timberwolves,12,15,16591
3878,0 days 19:00:00,2021-12-12,AT&T Center,San Antonio Spurs,10,16,New Orleans Pelicans,8,21,14990
3879,0 days 19:30:00,2021-12-13,State Farm Arena,Atlanta Hawks,13,14,Houston Rockets,9,18,14456
3880,0 days 19:30:00,2021-12-13,TD Garden,Boston Celtics,14,14,Milwaukee Bucks,18,11,19156
3881,0 days 19:00:00,2021-12-13,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,17,12,Miami Heat,16,12,17401
3882,0 days 20:30:00,2021-12-13,American Airlines Center,Dallas Mavericks,14,13,Charlotte Hornets,15,14,19213
3883,0 days 21:00:00,2021-12-13,Ball Arena,Denver Nuggets,14,13,Washington Wizards,15,13,14632
3884,0 days 19:00:00,2021-12-13,Gainbridge Fieldhouse,Indiana Pacers,12,17,Golden State Warriors,22,5,17018
3885,0 days 22:30:00,2021-12-13,Crypto.com Arena,Los Angeles Clippers,16,12,Phoenix Suns,21,5,17909
3886,0 days 20:00:00,2021-12-13,FedEx Forum,Memphis Grizzlies,17,11,Philadelphia 76ers,15,13,13420
3887,0 days 19:00:00,2021-12-13,Scotiabank Arena,Toronto Raptors,13,14,Sacramento Kings,11,17,19463
3888,0 days 19:30:00,2021-12-14,Barclays Center,Brooklyn Nets,20,8,Toronto Raptors,13,15,17325
3889,0 days 19:30:00,2021-12-14,Madison Square Garden (IV),New York Knicks,12,16,Golden State Warriors,23,5,19812
3890,0 days 22:00:00,2021-12-14,Moda Center,Portland Trail Blazers,11,17,Phoenix Suns,22,5,16184
3891,0 days 19:00:00,2021-12-15,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,18,12,Houston Rockets,9,19,17131
3892,0 days 19:30:00,2021-12-15,American Airlines Center,Dallas Mavericks,14,14,Los Angeles Lakers,16,13,20270
3893,0 days 21:00:00,2021-12-15,Ball Arena,Denver Nuggets,14,14,Minnesota Timberwolves,13,15,15365
3894,0 days 20:00:00,2021-12-15,Fiserv Forum,Milwaukee Bucks,19,11,Indiana Pacers,12,18,17341
3895,0 days 20:00:00,2021-12-15,Paycom Center,Oklahoma City Thunder,8,19,New Orleans Pelicans,9,21,13253
3896,0 days 19:00:00,2021-12-15,Amway Center,Orlando Magic,5,24,Atlanta Hawks,14,14,13576
3897,0 days 19:00:00,2021-12-15,Wells Fargo Center,Philadelphia 76ers,15,14,Miami Heat,17,12,20389
3898,0 days 22:00:00,2021-12-15,Moda Center,Portland Trail Blazers,11,18,Memphis Grizzlies,18,11,15773
3899,0 days 22:00:00,2021-12-15,Golden 1 Center,Sacramento Kings,12,17,Washington Wizards,15,14,13806
3900,0 days 20:30:00,2021-12-15,AT&T Center,San Antonio Spurs,10,17,Charlotte Hornets,16,14,14354
3901,0 days 22:00:00,2021-12-15,Vivint Smart Home Arena,Utah Jazz,20,7,Los Angeles Clippers,16,13,18306
3902,0 days 19:30:00,2021-12-16,Barclays Center,Brooklyn Nets,21,8,Philadelphia 76ers,15,15,17053
3903,0 days 20:00:00,2021-12-16,Toyota Center,Houston Rockets,9,20,New York Knicks,13,16,13857
3904,0 days 19:00:00,2021-12-16,Gainbridge Fieldhouse,Indiana Pacers,13,18,Detroit Pistons,4,23,13596
3905,0 days 21:00:00,2021-12-16,Phoenix Suns Arena,Phoenix Suns,23,5,Washington Wizards,15,15,16177
3906,0 days 19:30:00,2021-12-17,State Farm Arena,Atlanta Hawks,14,15,Denver Nuggets,15,14,16114
3907,0 days 19:30:00,2021-12-17,TD Garden,Boston Celtics,14,15,Golden State Warriors,24,5,19156
3908,0 days 22:00:00,2021-12-17,Target Center,Minnesota Timberwolves,14,15,Los Angeles Lakers,16,14,17136
3909,0 days 20:00:00,2021-12-17,Smoothie King Center,New Orleans Pelicans,10,21,Milwaukee Bucks,19,12,15504
3910,0 days 19:00:00,2021-12-17,Amway Center,Orlando Magic,5,25,Miami Heat,18,12,14103
3911,0 days 22:00:00,2021-12-17,Moda Center,Portland Trail Blazers,12,18,Charlotte Hornets,16,15,18399
3912,0 days 22:00:00,2021-12-17,Golden 1 Center,Sacramento Kings,12,18,Memphis Grizzlies,19,11,14659
3913,0 days 21:00:00,2021-12-17,Vivint Smart Home Arena,Utah Jazz,20,8,San Antonio Spurs,11,17,18306
3914,0 days 19:00:00,2021-12-18,TD Garden,Boston Celtics,15,15,New York Knicks,13,17,19156
3915,0 days 19:30:00,2021-12-18,Barclays Center,Brooklyn Nets,21,9,Orlando Magic,6,25,16292
3916,0 days 12:00:00,2021-12-18,Little Caesars Arena,Detroit Pistons,4,24,Houston Rockets,10,20,13722
3917,0 days 21:00:00,2021-12-18,Fiserv Forum,Milwaukee Bucks,19,13,Cleveland Cavaliers,19,12,17341
3918,0 days 20:00:00,2021-12-18,Paycom Center,Oklahoma City Thunder,9,19,Los Angeles Clippers,16,14,15123
3919,0 days 19:30:00,2021-12-18,Scotiabank Arena,Toronto Raptors,14,15,Golden State Warriors,24,6,7988
3920,0 days 21:00:00,2021-12-18,Vivint Smart Home Arena,Utah Jazz,20,9,Washington Wizards,16,15,18306
3921,0 days 20:00:00,2021-12-19,United Center,Chicago Bulls,18,10,Los Angeles Lakers,16,15,21560
3922,0 days 18:00:00,2021-12-19,Little Caesars Arena,Detroit Pistons,5,24,Miami Heat,18,13,15188
3923,0 days 18:00:00,2021-12-19,FedEx Forum,Memphis Grizzlies,19,12,Portland Trail Blazers,13,18,15977
3924,0 days 20:00:00,2021-12-19,Target Center,Minnesota Timberwolves,15,15,Dallas Mavericks,14,15,16127
3925,0 days 20:00:00,2021-12-19,Phoenix Suns Arena,Phoenix Suns,24,5,Charlotte Hornets,16,16,17071
3926,0 days 18:00:00,2021-12-19,Golden 1 Center,Sacramento Kings,13,18,San Antonio Spurs,11,18,15091
3927,0 days 19:30:00,2021-12-20,TD Garden,Boston Celtics,15,16,Philadelphia 76ers,16,15,19156
3928,0 days 20:00:00,2021-12-20,United Center,Chicago Bulls,19,10,Houston Rockets,10,21,21150
3929,0 days 22:00:00,2021-12-20,Chase Center,Golden State Warriors,25,6,Sacramento Kings,13,19,18064
3930,0 days 22:30:00,2021-12-20,Crypto.com Arena,Los Angeles Clippers,16,15,San Antonio Spurs,12,18,18096
3931,0 days 20:00:00,2021-12-20,FedEx Forum,Memphis Grizzlies,19,13,Oklahoma City Thunder,10,19,15721
3932,0 days 21:00:00,2021-12-20,Vivint Smart Home Arena,Utah Jazz,21,9,Charlotte Hornets,16,17,18306
3933,0 days 20:30:00,2021-12-21,American Airlines Center,Dallas Mavericks,15,15,Minnesota Timberwolves,15,16,20056
3934,0 days 22:00:00,2021-12-21,Crypto.com Arena,Los Angeles Lakers,16,16,Phoenix Suns,25,5,18997
3935,0 days 19:30:00,2021-12-21,FTX Arena,Miami Heat,19,13,Indiana Pacers,13,19,19600
3936,0 days 20:00:00,2021-12-21,Smoothie King Center,New Orleans Pelicans,11,21,Portland Trail Blazers,13,19,15272
3937,0 days 19:30:00,2021-12-21,Madison Square Garden (IV),New York Knicks,14,17,Detroit Pistons,5,25,17906
3938,0 days 19:30:00,2021-12-22,State Farm Arena,Atlanta Hawks,14,16,Orlando Magic,7,25,15299
3939,0 days 19:30:00,2021-12-22,TD Garden,Boston Celtics,16,16,Cleveland Cavaliers,19,13,19156
3940,0 days 20:00:00,2021-12-22,Fiserv Forum,Milwaukee Bucks,20,13,Houston Rockets,10,22,17341
3941,0 days 20:00:00,2021-12-22,Paycom Center,Oklahoma City Thunder,11,19,Denver Nuggets,15,15,14932
3942,0 days 22:00:00,2021-12-22,Golden 1 Center,Sacramento Kings,13,20,Los Angeles Clippers,17,15,15386
3943,0 days 20:30:00,2021-12-23,American Airlines Center,Dallas Mavericks,15,16,Milwaukee Bucks,21,13,19654
3944,0 days 21:00:00,2021-12-23,Ball Arena,Denver Nuggets,15,16,Charlotte Hornets,17,17,17003
3945,0 days 22:00:00,2021-12-23,Chase Center,Golden State Warriors,26,6,Memphis Grizzlies,19,14,18064
3946,0 days 19:00:00,2021-12-23,Gainbridge Fieldhouse,Indiana Pacers,14,19,Houston Rockets,10,23,15089
3947,0 days 22:30:00,2021-12-23,Crypto.com Arena,Los Angeles Lakers,16,17,San Antonio Spurs,13,18,18997
3948,0 days 19:30:00,2021-12-23,FTX Arena,Miami Heat,20,13,Detroit Pistons,5,26,19600
3949,0 days 19:30:00,2021-12-23,Madison Square Garden (IV),New York Knicks,14,18,Washington Wizards,17,15,18208
3950,0 days 19:00:00,2021-12-23,Amway Center,Orlando Magic,7,26,New Orleans Pelicans,12,21,13954
3951,0 days 19:00:00,2021-12-23,Wells Fargo Center,Philadelphia 76ers,16,16,Atlanta Hawks,15,16,20408
3952,0 days 21:00:00,2021-12-23,Phoenix Suns Arena,Phoenix Suns,26,5,Oklahoma City Thunder,11,20,17071
3953,0 days 21:00:00,2021-12-23,Vivint Smart Home Arena,Utah Jazz,22,9,Minnesota Timberwolves,15,17,18306
3954,0 days 20:00:00,2021-12-25,Crypto.com Arena,Los Angeles Lakers,16,18,Brooklyn Nets,22,9,18997
3955,0 days 14:30:00,2021-12-25,Fiserv Forum,Milwaukee Bucks,22,13,Boston Celtics,16,17,17341
3956,0 days 12:00:00,2021-12-25,Madison Square Garden (IV),New York Knicks,15,18,Atlanta Hawks,15,17,19812
3957,0 days 17:00:00,2021-12-25,Phoenix Suns Arena,Phoenix Suns,26,6,Golden State Warriors,27,6,17071
3958,0 days 22:30:00,2021-12-25,Vivint Smart Home Arena,Utah Jazz,23,9,Dallas Mavericks,15,17,18306
3959,0 days 20:00:00,2021-12-26,United Center,Chicago Bulls,20,10,Indiana Pacers,14,20,20475
3960,0 days 18:00:00,2021-12-26,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,20,13,Toronto Raptors,14,16,19432
3961,0 days 21:00:00,2021-12-26,Crypto.com Arena,Los Angeles Clippers,17,16,Denver Nuggets,16,16,17759
3962,0 days 15:30:00,2021-12-26,FTX Arena,Miami Heat,21,13,Orlando Magic,7,27,19600
3963,0 days 19:00:00,2021-12-26,Paycom Center,Oklahoma City Thunder,12,20,New Orleans Pelicans,12,22,15608
3964,0 days 18:00:00,2021-12-26,Golden 1 Center,Sacramento Kings,13,21,Memphis Grizzlies,20,14,15685
3965,0 days 19:00:00,2021-12-26,AT&T Center,San Antonio Spurs,14,18,Detroit Pistons,5,27,14715
3966,0 days 18:00:00,2021-12-26,Capital One Arena,Washington Wizards,17,16,Philadelphia 76ers,17,16,16767
3967,0 days 19:30:00,2021-12-27,State Farm Arena,Atlanta Hawks,15,18,Chicago Bulls,21,10,17049
3968,0 days 19:00:00,2021-12-27,Spectrum Center,Charlotte Hornets,18,17,Houston Rockets,10,24,19349
3969,0 days 22:30:00,2021-12-27,Crypto.com Arena,Los Angeles Clippers,17,17,Brooklyn Nets,23,9,17128
3970,0 days 20:00:00,2021-12-27,Target Center,Minnesota Timberwolves,16,17,Boston Celtics,16,18,15962
3971,0 days 21:00:00,2021-12-27,Phoenix Suns Arena,Phoenix Suns,26,7,Memphis Grizzlies,21,14,17071
