,game_time,game_date,arena,home_team,home_wins,home_losses,away_team,away_wins,away_losses,attendance
3516,0 days 19:00:00,2021-10-24,Madison Square Garden (IV),New York Knicks,2,1,Orlando Magic,1,2,16273
3517,0 days 19:00:00,2021-10-24,Paycom Center,Oklahoma City Thunder,0,3,Philadelphia 76ers,2,1,14256
3518,0 days 21:00:00,2021-10-24,Golden 1 Center,Sacramento Kings,1,2,Golden State Warriors,3,0,13876
3519,0 days 19:30:00,2021-10-25,State Farm Arena,Atlanta Hawks,2,1,Detroit Pistons,0,3,14209
3520,0 days 19:30:00,2021-10-25,Barclays Center,Brooklyn Nets,2,2,Washington Wizards,2,1,14487
3521,0 days 19:00:00,2021-10-25,Spectrum Center,Charlotte Hornets,3,1,Boston Celtics,2,2,17238
3522,0 days 21:00:00,2021-10-25,Ball Arena,Denver Nuggets,2,1,Cleveland Cavaliers,2,2,14221
3523,0 days 19:00:00,2021-10-25,Gainbridge Fieldhouse,Indiana Pacers,1,3,Milwaukee Bucks,3,1,10339
3524,0 days 22:30:00,2021-10-25,Crypto.com Arena,Los Angeles Clippers,1,2,Portland Trail Blazers,1,2,15672
3525,0 days 19:30:00,2021-10-25,FTX Arena,Miami Heat,2,1,Orlando Magic,1,3,19600
3526,0 days 20:00:00,2021-10-25,Target Center,Minnesota Timberwolves,2,1,New Orleans Pelicans,1,3,14435
3527,0 days 19:30:00,2021-10-25,Scotiabank Arena,Toronto Raptors,1,3,Chicago Bulls,4,0,19800
3528,0 days 20:30:00,2021-10-26,American Airlines Center,Dallas Mavericks,2,1,Houston Rockets,1,3,19337
3529,0 days 19:30:00,2021-10-26,Madison Square Garden (IV),New York Knicks,3,1,Philadelphia 76ers,2,2,15218
3530,0 days 20:30:00,2021-10-26,AT&T Center,San Antonio Spurs,1,3,Los Angeles Lakers,2,2,18354
3531,0 days 22:00:00,2021-10-26,Vivint Smart Home Arena,Utah Jazz,3,0,Denver Nuggets,2,2,18306
3532,0 days 19:30:00,2021-10-27,TD Garden,Boston Celtics,2,3,Washington Wizards,3,1,19156
3533,0 days 19:30:00,2021-10-27,Barclays Center,Brooklyn Nets,2,3,Miami Heat,3,1,17732
3534,0 days 22:30:00,2021-10-27,Crypto.com Arena,Los Angeles Clippers,1,3,Cleveland Cavaliers,3,2,13276
3535,0 days 20:00:00,2021-10-27,Fiserv Forum,Milwaukee Bucks,3,2,Minnesota Timberwolves,3,1,17341
3536,0 days 19:30:00,2021-10-27,Smoothie King Center,New Orleans Pelicans,1,4,Atlanta Hawks,3,1,15541
3537,0 days 20:00:00,2021-10-27,Paycom Center,Oklahoma City Thunder,1,4,Los Angeles Lakers,2,3,15783
3538,0 days 19:00:00,2021-10-27,Amway Center,Orlando Magic,1,4,Charlotte Hornets,4,1,14082
3539,0 days 22:00:00,2021-10-27,Phoenix Suns Arena,Phoenix Suns,1,3,Sacramento Kings,2,2,14678
3540,0 days 22:00:00,2021-10-27,Moda Center,Portland Trail Blazers,2,2,Memphis Grizzlies,2,2,16241
3541,0 days 19:30:00,2021-10-27,Scotiabank Arena,Toronto Raptors,2,3,Indiana Pacers,1,4,19800
3542,0 days 20:00:00,2021-10-28,United Center,Chicago Bulls,4,1,New York Knicks,4,1,20972
3543,0 days 20:30:00,2021-10-28,American Airlines Center,Dallas Mavericks,3,1,San Antonio Spurs,1,4,19228
3544,0 days 22:00:00,2021-10-28,Chase Center,Golden State Warriors,4,1,Memphis Grizzlies,3,2,18064
3545,0 days 20:00:00,2021-10-28,Toyota Center,Houston Rockets,1,4,Utah Jazz,4,0,15858
3546,0 days 19:00:00,2021-10-28,Wells Fargo Center,Philadelphia 76ers,3,2,Detroit Pistons,0,4,20017
3547,0 days 19:00:00,2021-10-28,Capital One Arena,Washington Wizards,4,1,Atlanta Hawks,3,2,13653
3548,0 days 19:30:00,2021-10-29,Barclays Center,Brooklyn Nets,3,3,Indiana Pacers,1,5,16139
3549,0 days 22:00:00,2021-10-29,Ball Arena,Denver Nuggets,3,2,Dallas Mavericks,3,2,18315
3550,0 days 22:30:00,2021-10-29,Crypto.com Arena,Los Angeles Lakers,3,3,Cleveland Cavaliers,3,3,18997
3551,0 days 19:30:00,2021-10-29,FTX Arena,Miami Heat,4,1,Charlotte Hornets,4,2,19600
3552,0 days 20:00:00,2021-10-29,Smoothie King Center,New Orleans Pelicans,1,5,Sacramento Kings,3,2,17507
3553,0 days 22:00:00,2021-10-29,Moda Center,Portland Trail Blazers,3,2,Los Angeles Clippers,1,4,16510
3554,0 days 19:00:00,2021-10-29,Scotiabank Arena,Toronto Raptors,3,3,Orlando Magic,1,5,19800
3555,0 days 20:00:00,2021-10-30,United Center,Chicago Bulls,5,1,Utah Jazz,4,1,20668
3556,0 days 19:00:00,2021-10-30,Little Caesars Arena,Detroit Pistons,1,4,Orlando Magic,1,6,11423
3557,0 days 20:30:00,2021-10-30,Chase Center,Golden State Warriors,5,1,Oklahoma City Thunder,1,5,18064
3558,0 days 19:30:00,2021-10-30,Gainbridge Fieldhouse,Indiana Pacers,1,6,Toronto Raptors,4,3,10578
3559,0 days 20:00:00,2021-10-30,FedEx Forum,Memphis Grizzlies,3,3,Miami Heat,5,1,15989
3560,0 days 20:00:00,2021-10-30,Fiserv Forum,Milwaukee Bucks,3,3,San Antonio Spurs,2,4,17341
3561,0 days 21:00:00,2021-10-30,Target Center,Minnesota Timberwolves,3,2,Denver Nuggets,4,2,17136
3562,0 days 19:00:00,2021-10-30,Smoothie King Center,New Orleans Pelicans,1,6,New York Knicks,5,1,16508
3563,0 days 19:30:00,2021-10-30,Wells Fargo Center,Philadelphia 76ers,4,2,Atlanta Hawks,3,3,20031
3564,0 days 22:00:00,2021-10-30,Phoenix Suns Arena,Phoenix Suns,2,3,Cleveland Cavaliers,3,4,14516
3565,0 days 17:00:00,2021-10-30,Capital One Arena,Washington Wizards,5,1,Boston Celtics,2,4,15813
3566,0 days 19:30:00,2021-10-31,Barclays Center,Brooklyn Nets,4,3,Detroit Pistons,1,5,13507
3567,0 days 19:00:00,2021-10-31,Spectrum Center,Charlotte Hornets,5,2,Portland Trail Blazers,3,3,14960
3568,0 days 15:30:00,2021-10-31,American Airlines Center,Dallas Mavericks,4,2,Sacramento Kings,3,3,19231
3569,0 days 22:30:00,2021-10-31,Crypto.com Arena,Los Angeles Lakers,4,3,Houston Rockets,1,5,16448
3570,0 days 19:00:00,2021-10-31,Fiserv Forum,Milwaukee Bucks,3,4,Utah Jazz,5,1,17341
3571,0 days 19:30:00,2021-11-01,State Farm Arena,Atlanta Hawks,4,3,Washington Wizards,5,2,14632
3572,0 days 19:30:00,2021-11-01,TD Garden,Boston Celtics,2,5,Chicago Bulls,6,1,19156
3573,0 days 19:00:00,2021-11-01,Spectrum Center,Charlotte Hornets,5,3,Cleveland Cavaliers,4,4,13889
3574,0 days 19:00:00,2021-11-01,Gainbridge Fieldhouse,Indiana Pacers,2,6,San Antonio Spurs,2,5,10227
3575,0 days 22:30:00,2021-11-01,Crypto.com Arena,Los Angeles Clippers,2,4,Oklahoma City Thunder,1,6,13722
3576,0 days 20:00:00,2021-11-01,FedEx Forum,Memphis Grizzlies,4,3,Denver Nuggets,4,3,12683
3577,0 days 20:00:00,2021-11-01,Target Center,Minnesota Timberwolves,3,3,Orlando Magic,2,6,14744
3578,0 days 19:30:00,2021-11-01,Madison Square Garden (IV),New York Knicks,5,2,Toronto Raptors,5,3,16528
3579,0 days 19:00:00,2021-11-01,Wells Fargo Center,Philadelphia 76ers,5,2,Portland Trail Blazers,3,4,20115
3580,0 days 19:30:00,2021-11-02,American Airlines Center,Dallas Mavericks,4,3,Miami Heat,6,1,19255
3581,0 days 19:00:00,2021-11-02,Little Caesars Arena,Detroit Pistons,1,6,Milwaukee Bucks,4,4,9254
3582,0 days 22:30:00,2021-11-02,Crypto.com Arena,Los Angeles Lakers,5,3,Houston Rockets,1,6,18997
3583,0 days 22:00:00,2021-11-02,Phoenix Suns Arena,Phoenix Suns,3,3,New Orleans Pelicans,1,7,14323
3584,0 days 21:00:00,2021-11-02,Vivint Smart Home Arena,Utah Jazz,6,1,Sacramento Kings,3,4,18306
3585,0 days 19:30:00,2021-11-03,Barclays Center,Brooklyn Nets,5,3,Atlanta Hawks,4,4,17323
3586,0 days 19:00:00,2021-11-03,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,5,4,Portland Trail Blazers,3,5,16231
3587,0 days 22:00:00,2021-11-03,Chase Center,Golden State Warriors,6,1,Charlotte Hornets,5,4,18064
3588,0 days 19:00:00,2021-11-03,Gainbridge Fieldhouse,Indiana Pacers,3,6,New York Knicks,5,3,11607
3589,0 days 20:00:00,2021-11-03,FedEx Forum,Memphis Grizzlies,5,3,Denver Nuggets,4,4,12977
3590,0 days 20:00:00,2021-11-03,Target Center,Minnesota Timberwolves,3,4,Los Angeles Clippers,3,4,15386
3591,0 days 19:00:00,2021-11-03,Amway Center,Orlando Magic,2,7,Boston Celtics,3,5,12735
3592,0 days 19:00:00,2021-11-03,Wells Fargo Center,Philadelphia 76ers,6,2,Chicago Bulls,6,2,20438
3593,0 days 20:30:00,2021-11-03,AT&T Center,San Antonio Spurs,2,6,Dallas Mavericks,5,3,16356
3594,0 days 19:00:00,2021-11-03,Capital One Arena,Washington Wizards,5,3,Toronto Raptors,6,3,13538
3595,0 days 19:30:00,2021-11-04,State Farm Arena,Atlanta Hawks,4,5,Utah Jazz,7,1,16590
3596,0 days 19:00:00,2021-11-04,Little Caesars Arena,Detroit Pistons,1,7,Philadelphia 76ers,7,2,8702
3597,0 days 22:30:00,2021-11-04,Crypto.com Arena,Los Angeles Lakers,5,4,Oklahoma City Thunder,2,6,18997
3598,0 days 19:30:00,2021-11-04,FTX Arena,Miami Heat,6,2,Boston Celtics,4,5,19600
3599,0 days 22:00:00,2021-11-04,Phoenix Suns Arena,Phoenix Suns,4,3,Houston Rockets,1,7,15058
3600,0 days 19:00:00,2021-11-05,Little Caesars Arena,Detroit Pistons,1,8,Brooklyn Nets,6,3,14235
3601,0 days 22:00:00,2021-11-05,Chase Center,Golden State Warriors,7,1,New Orleans Pelicans,1,9,18064
3602,0 days 19:30:00,2021-11-05,Fiserv Forum,Milwaukee Bucks,4,5,New York Knicks,6,3,17341
3603,0 days 20:00:00,2021-11-05,Target Center,Minnesota Timberwolves,3,5,Los Angeles Clippers,4,4,17136
3604,0 days 19:00:00,2021-11-05,Amway Center,Orlando Magic,2,8,San Antonio Spurs,3,6,14101
3605,0 days 22:00:00,2021-11-05,Moda Center,Portland Trail Blazers,4,5,Indiana Pacers,3,7,16841
3606,0 days 22:00:00,2021-11-05,Golden 1 Center,Sacramento Kings,5,4,Charlotte Hornets,5,5,14905
3607,0 days 19:30:00,2021-11-05,Scotiabank Arena,Toronto Raptors,6,4,Cleveland Cavaliers,6,4,19800
3608,0 days 19:00:00,2021-11-05,Capital One Arena,Washington Wizards,6,3,Memphis Grizzlies,5,4,16302
3609,0 days 20:00:00,2021-11-06,United Center,Chicago Bulls,6,3,Philadelphia 76ers,8,2,20936
3610,0 days 20:30:00,2021-11-06,American Airlines Center,Dallas Mavericks,6,3,Boston Celtics,4,6,20052
3611,0 days 17:00:00,2021-11-06,Ball Arena,Denver Nuggets,5,4,Houston Rockets,1,8,16046
3612,0 days 19:30:00,2021-11-06,FTX Arena,Miami Heat,7,2,Utah Jazz,7,2,19600
3613,0 days 22:00:00,2021-11-06,Phoenix Suns Arena,Phoenix Suns,5,3,Atlanta Hawks,4,6,15412
3614,0 days 22:30:00,2021-11-06,Moda Center,Portland Trail Blazers,5,5,Los Angeles Lakers,5,5,19393
3615,0 days 20:30:00,2021-11-07,Chase Center,Golden State Warriors,8,1,Houston Rockets,1,9,18064
3616,0 days 21:00:00,2021-11-07,Crypto.com Arena,Los Angeles Clippers,5,4,Charlotte Hornets,5,6,15781
3617,0 days 18:00:00,2021-11-07,Madison Square Garden (IV),New York Knicks,6,4,Cleveland Cavaliers,7,4,19040
3618,0 days 19:00:00,2021-11-07,Paycom Center,Oklahoma City Thunder,3,6,San Antonio Spurs,3,7,12972
3619,0 days 18:00:00,2021-11-07,Amway Center,Orlando Magic,3,8,Utah Jazz,7,3,13386
3620,0 days 18:00:00,2021-11-07,Golden 1 Center,Sacramento Kings,5,5,Indiana Pacers,4,7,12993
3621,0 days 15:30:00,2021-11-07,Scotiabank Arena,Toronto Raptors,6,5,Brooklyn Nets,7,3,19800
3622,0 days 18:00:00,2021-11-07,Capital One Arena,Washington Wizards,7,3,Milwaukee Bucks,4,6,15570
3623,0 days 20:00:00,2021-11-08,United Center,Chicago Bulls,7,3,Brooklyn Nets,7,4,19459
3624,0 days 20:30:00,2021-11-08,American Airlines Center,Dallas Mavericks,7,3,New Orleans Pelicans,1,10,19231
3625,0 days 21:00:00,2021-11-08,Ball Arena,Denver Nuggets,6,4,Miami Heat,7,3,15577
3626,0 days 22:00:00,2021-11-08,Chase Center,Golden State Warriors,9,1,Atlanta Hawks,4,7,18064
3627,0 days 22:30:00,2021-11-08,Crypto.com Arena,Los Angeles Lakers,6,5,Charlotte Hornets,5,7,18997
3628,0 days 20:00:00,2021-11-08,FedEx Forum,Memphis Grizzlies,6,4,Minnesota Timberwolves,3,6,12416
3629,0 days 19:00:00,2021-11-08,Wells Fargo Center,Philadelphia 76ers,8,3,New York Knicks,7,4,20224
3630,0 days 22:00:00,2021-11-08,Golden 1 Center,Sacramento Kings,5,6,Phoenix Suns,6,3,13566
3631,0 days 22:00:00,2021-11-09,Crypto.com Arena,Los Angeles Clippers,6,4,Portland Trail Blazers,5,6,14131
3632,0 days 19:30:00,2021-11-09,Wells Fargo Center,Philadelphia 76ers,8,4,Milwaukee Bucks,5,6,20029
3633,0 days 21:00:00,2021-11-09,Vivint Smart Home Arena,Utah Jazz,8,3,Atlanta Hawks,4,8,18306
3634,0 days 19:30:00,2021-11-10,TD Garden,Boston Celtics,5,6,Toronto Raptors,6,6,19156
3635,0 days 20:00:00,2021-11-10,United Center,Chicago Bulls,8,3,Dallas Mavericks,7,4,20910
3636,0 days 19:00:00,2021-11-10,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,7,5,Washington Wizards,8,3,18056
3637,0 days 21:00:00,2021-11-10,Ball Arena,Denver Nuggets,7,4,Indiana Pacers,4,8,15232
3638,0 days 22:00:00,2021-11-10,Chase Center,Golden State Warriors,10,1,Minnesota Timberwolves,3,7,18064
3639,0 days 19:30:00,2021-11-10,Toyota Center,Houston Rockets,1,10,Detroit Pistons,2,8,15350
3640,0 days 22:00:00,2021-11-10,Crypto.com Arena,Los Angeles Lakers,7,5,Miami Heat,7,4,18997
3641,0 days 20:00:00,2021-11-10,FedEx Forum,Memphis Grizzlies,6,5,Charlotte Hornets,6,7,13880
3642,0 days 20:00:00,2021-11-10,Smoothie King Center,New Orleans Pelicans,1,11,Oklahoma City Thunder,4,6,15355
3643,0 days 19:30:00,2021-11-10,Madison Square Garden (IV),New York Knicks,7,5,Milwaukee Bucks,6,6,18027
3644,0 days 19:00:00,2021-11-10,Amway Center,Orlando Magic,3,9,Brooklyn Nets,8,4,13882
3645,0 days 21:00:00,2021-11-10,Phoenix Suns Arena,Phoenix Suns,7,3,Portland Trail Blazers,5,7,15672
3646,0 days 20:30:00,2021-11-10,AT&T Center,San Antonio Spurs,4,7,Sacramento Kings,5,7,15065
3647,0 days 22:30:00,2021-11-11,Crypto.com Arena,Los Angeles Clippers,7,4,Miami Heat,7,5,16150
3648,0 days 19:00:00,2021-11-11,Wells Fargo Center,Philadelphia 76ers,8,5,Toronto Raptors,7,6,20112
3649,0 days 21:00:00,2021-11-11,Vivint Smart Home Arena,Utah Jazz,8,4,Indiana Pacers,5,8,18306
3650,0 days 19:30:00,2021-11-12,TD Garden,Boston Celtics,6,6,Milwaukee Bucks,6,7,19156
3651,0 days 19:00:00,2021-11-12,Spectrum Center,Charlotte Hornets,7,7,New York Knicks,7,6,19257
3652,0 days 19:30:00,2021-11-12,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,8,5,Detroit Pistons,2,9,17095
3653,0 days 21:00:00,2021-11-12,Ball Arena,Denver Nuggets,8,4,Atlanta Hawks,4,9,16849
3654,0 days 22:00:00,2021-11-12,Chase Center,Golden State Warriors,11,1,Chicago Bulls,8,4,18064
3655,0 days 20:00:00,2021-11-12,Toyota Center,Houston Rockets,1,11,Portland Trail Blazers,6,7,15468
3656,0 days 22:30:00,2021-11-12,Crypto.com Arena,Los Angeles Lakers,7,6,Minnesota Timberwolves,4,7,18997
3657,0 days 20:00:00,2021-11-12,FedEx Forum,Memphis Grizzlies,6,6,Phoenix Suns,8,3,15886
3658,0 days 20:00:00,2021-11-12,Smoothie King Center,New Orleans Pelicans,1,12,Brooklyn Nets,9,4,14650
3659,0 days 20:00:00,2021-11-12,Paycom Center,Oklahoma City Thunder,5,6,Sacramento Kings,5,8,12881
3660,0 days 20:30:00,2021-11-12,AT&T Center,San Antonio Spurs,4,8,Dallas Mavericks,8,4,13425
3661,0 days 20:00:00,2021-11-13,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,9,5,Boston Celtics,6,7,19432
3662,0 days 19:00:00,2021-11-13,Gainbridge Fieldhouse,Indiana Pacers,6,8,Philadelphia 76ers,8,6,14483
3663,0 days 22:30:00,2021-11-13,Crypto.com Arena,Los Angeles Clippers,8,4,Minnesota Timberwolves,4,8,15285
3664,0 days 19:00:00,2021-11-13,Smoothie King Center,New Orleans Pelicans,2,12,Memphis Grizzlies,6,7,14358
3665,0 days 19:00:00,2021-11-13,Amway Center,Orlando Magic,3,10,Washington Wizards,9,3,17272
3666,0 days 19:30:00,2021-11-13,Scotiabank Arena,Toronto Raptors,7,7,Detroit Pistons,3,9,19800
3667,0 days 17:00:00,2021-11-13,Vivint Smart Home Arena,Utah Jazz,8,5,Miami Heat,8,5,18306
3668,0 days 18:00:00,2021-11-14,State Farm Arena,Atlanta Hawks,5,9,Milwaukee Bucks,6,8,16901
3669,0 days 19:00:00,2021-11-14,Spectrum Center,Charlotte Hornets,8,7,Golden State Warriors,11,2,19559
3670,0 days 20:00:00,2021-11-14,Ball Arena,Denver Nuggets,9,4,Portland Trail Blazers,6,8,14583
3671,0 days 19:00:00,2021-11-14,Toyota Center,Houston Rockets,1,12,Phoenix Suns,9,3,16088
3672,0 days 21:30:00,2021-11-14,Crypto.com Arena,Los Angeles Clippers,8,5,Chicago Bulls,9,4,17899
3673,0 days 15:30:00,2021-11-14,Crypto.com Arena,Los Angeles Lakers,8,6,San Antonio Spurs,4,9,18997
3674,0 days 19:00:00,2021-11-14,Paycom Center,Oklahoma City Thunder,5,7,Brooklyn Nets,10,4,15080
3675,0 days 19:30:00,2021-11-15,State Farm Arena,Atlanta Hawks,6,9,Orlando Magic,3,11,13061
3676,0 days 19:00:00,2021-11-15,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,9,6,Boston Celtics,7,7,17186
3677,0 days 20:00:00,2021-11-15,American Airlines Center,Dallas Mavericks,9,4,Denver Nuggets,9,5,19797
3678,0 days 19:00:00,2021-11-15,Little Caesars Arena,Detroit Pistons,3,10,Sacramento Kings,6,8,10092
3679,0 days 22:30:00,2021-11-15,Crypto.com Arena,Los Angeles Lakers,8,7,Chicago Bulls,10,4,18997
3680,0 days 20:00:00,2021-11-15,FedEx Forum,Memphis Grizzlies,7,7,Houston Rockets,1,13,11482
3681,0 days 20:00:00,2021-11-15,Target Center,Minnesota Timberwolves,4,9,Phoenix Suns,10,3,16274
3682,0 days 19:30:00,2021-11-15,Madison Square Garden (IV),New York Knicks,8,6,Indiana Pacers,6,9,16792
3683,0 days 20:00:00,2021-11-15,Paycom Center,Oklahoma City Thunder,5,8,Miami Heat,9,5,12330
3684,0 days 22:00:00,2021-11-15,Moda Center,Portland Trail Blazers,7,8,Toronto Raptors,7,8,16142
3685,0 days 19:00:00,2021-11-15,Capital One Arena,Washington Wizards,10,3,New Orleans Pelicans,2,13,13914
3686,0 days 19:30:00,2021-11-16,Barclays Center,Brooklyn Nets,10,5,Golden State Warriors,12,2,17732
3687,0 days 22:30:00,2021-11-16,Crypto.com Arena,Los Angeles Clippers,9,5,San Antonio Spurs,4,10,13298
3688,0 days 22:00:00,2021-11-16,Vivint Smart Home Arena,Utah Jazz,9,5,Philadelphia 76ers,8,7,18306
3689,0 days 19:30:00,2021-11-17,State Farm Arena,Atlanta Hawks,7,9,Boston Celtics,7,8,16445
3690,0 days 19:30:00,2021-11-17,Barclays Center,Brooklyn Nets,11,5,Cleveland Cavaliers,9,7,16922
3691,0 days 19:00:00,2021-11-17,Spectrum Center,Charlotte Hornets,9,7,Washington Wizards,10,4,14402
3692,0 days 19:00:00,2021-11-17,Little Caesars Arena,Detroit Pistons,4,10,Indiana Pacers,6,10,11457
3693,0 days 19:30:00,2021-11-17,FTX Arena,Miami Heat,10,5,New Orleans Pelicans,2,14,19600
3694,0 days 19:30:00,2021-11-17,Fiserv Forum,Milwaukee Bucks,7,8,Los Angeles Lakers,8,8,17341
3695,0 days 20:00:00,2021-11-17,Target Center,Minnesota Timberwolves,5,9,Sacramento Kings,6,9,13108
3696,0 days 19:30:00,2021-11-17,Madison Square Garden (IV),New York Knicks,8,7,Orlando Magic,4,11,16680
3697,0 days 20:00:00,2021-11-17,Paycom Center,Oklahoma City Thunder,6,8,Houston Rockets,1,14,12066
3698,0 days 22:00:00,2021-11-17,Phoenix Suns Arena,Phoenix Suns,11,3,Dallas Mavericks,9,5,14838
3699,0 days 22:00:00,2021-11-17,Moda Center,Portland Trail Blazers,8,8,Chicago Bulls,10,5,17492
3700,0 days 19:30:00,2021-11-18,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,9,8,Golden State Warriors,13,2,19432
3701,0 days 21:00:00,2021-11-18,Ball Arena,Denver Nuggets,9,6,Philadelphia 76ers,9,7,14547
3702,0 days 20:00:00,2021-11-18,FedEx Forum,Memphis Grizzlies,8,7,Los Angeles Clippers,9,6,13419
3703,0 days 19:30:00,2021-11-18,FTX Arena,Miami Heat,11,5,Washington Wizards,10,5,19600
3704,0 days 20:00:00,2021-11-18,Target Center,Minnesota Timberwolves,6,9,San Antonio Spurs,4,11,13572
3705,0 days 21:00:00,2021-11-18,Vivint Smart Home Arena,Utah Jazz,10,5,Toronto Raptors,7,9,18306
3706,0 days 19:30:00,2021-11-19,TD Garden,Boston Celtics,8,8,Los Angeles Lakers,8,9,19156
3707,0 days 19:30:00,2021-11-19,Barclays Center,Brooklyn Nets,12,5,Orlando Magic,4,12,16966
3708,0 days 19:00:00,2021-11-19,Spectrum Center,Charlotte Hornets,10,7,Indiana Pacers,6,11,16787
3709,0 days 21:00:00,2021-11-19,Ball Arena,Denver Nuggets,9,7,Chicago Bulls,11,5,19520
3710,0 days 19:00:00,2021-11-19,Little Caesars Arena,Detroit Pistons,4,11,Golden State Warriors,14,2,20088
3711,0 days 20:00:00,2021-11-19,Fiserv Forum,Milwaukee Bucks,8,8,Oklahoma City Thunder,6,9,17341
3712,0 days 20:00:00,2021-11-19,Smoothie King Center,New Orleans Pelicans,3,14,Los Angeles Clippers,9,7,15274
3713,0 days 22:00:00,2021-11-19,Phoenix Suns Arena,Phoenix Suns,12,3,Dallas Mavericks,9,6,17071
3714,0 days 22:00:00,2021-11-19,Golden 1 Center,Sacramento Kings,6,10,Toronto Raptors,8,9,13159
3715,0 days 19:30:00,2021-11-20,State Farm Arena,Atlanta Hawks,8,9,Charlotte Hornets,10,8,17320
3716,0 days 19:30:00,2021-11-20,TD Garden,Boston Celtics,9,8,Oklahoma City Thunder,6,10,19156
3717,0 days 19:00:00,2021-11-20,Gainbridge Fieldhouse,Indiana Pacers,7,11,New Orleans Pelicans,3,15,15081
3718,0 days 20:00:00,2021-11-20,Fiserv Forum,Milwaukee Bucks,9,8,Orlando Magic,4,13,17341
3719,0 days 20:00:00,2021-11-20,Target Center,Minnesota Timberwolves,7,9,Memphis Grizzlies,8,8,17136
3720,0 days 17:00:00,2021-11-20,Madison Square Garden (IV),New York Knicks,9,7,Houston Rockets,1,15,19812
3721,0 days 22:00:00,2021-11-20,Moda Center,Portland Trail Blazers,9,8,Philadelphia 76ers,9,8,17027
3722,0 days 22:00:00,2021-11-20,Golden 1 Center,Sacramento Kings,6,11,Utah Jazz,11,5,13180
3723,0 days 19:00:00,2021-11-20,Capital One Arena,Washington Wizards,11,5,Miami Heat,11,6,20476
3724,0 days 20:00:00,2021-11-21,United Center,Chicago Bulls,12,5,New York Knicks,9,8,21813
3725,0 days 18:00:00,2021-11-21,Little Caesars Arena,Detroit Pistons,4,12,Los Angeles Lakers,9,9,15532
3726,0 days 20:30:00,2021-11-21,Chase Center,Golden State Warriors,15,2,Toronto Raptors,8,10,18064
3727,0 days 15:30:00,2021-11-21,Crypto.com Arena,Los Angeles Clippers,10,7,Dallas Mavericks,9,7,17149
3728,0 days 20:00:00,2021-11-21,Phoenix Suns Arena,Phoenix Suns,13,3,Denver Nuggets,9,8,16072
3729,0 days 19:30:00,2021-11-22,State Farm Arena,Atlanta Hawks,9,9,Oklahoma City Thunder,6,11,15806
3730,0 days 19:30:00,2021-11-22,TD Garden,Boston Celtics,10,8,Houston Rockets,1,16,19156
3731,0 days 20:00:00,2021-11-22,United Center,Chicago Bulls,12,6,Indiana Pacers,8,11,21586
3732,0 days 19:00:00,2021-11-22,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,9,9,Brooklyn Nets,13,5,17387
3733,0 days 20:00:00,2021-11-22,Fiserv Forum,Milwaukee Bucks,10,8,Orlando Magic,4,14,17341
3734,0 days 20:00:00,2021-11-22,Smoothie King Center,New Orleans Pelicans,3,16,Minnesota Timberwolves,8,9,15689
3735,0 days 22:00:00,2021-11-22,Golden 1 Center,Sacramento Kings,6,12,Philadelphia 76ers,10,8,13948
3736,0 days 20:30:00,2021-11-22,AT&T Center,San Antonio Spurs,4,12,Phoenix Suns,14,3,14715
3737,0 days 21:00:00,2021-11-22,Vivint Smart Home Arena,Utah Jazz,11,6,Memphis Grizzlies,9,8,18306
3738,0 days 19:00:00,2021-11-22,Capital One Arena,Washington Wizards,11,6,Charlotte Hornets,11,8,16575
3739,0 days 19:00:00,2021-11-23,Little Caesars Arena,Detroit Pistons,4,13,Miami Heat,12,6,13123
3740,0 days 22:30:00,2021-11-23,Crypto.com Arena,Los Angeles Clippers,10,8,Dallas Mavericks,10,7,17067
3741,0 days 19:30:00,2021-11-23,Madison Square Garden (IV),New York Knicks,10,8,Los Angeles Lakers,9,10,19812
3742,0 days 22:00:00,2021-11-23,Moda Center,Portland Trail Blazers,10,8,Denver Nuggets,9,9,17052
3743,0 days 19:30:00,2021-11-24,TD Garden,Boston Celtics,10,9,Brooklyn Nets,14,5,19156
3744,0 days 19:00:00,2021-11-24,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,9,10,Phoenix Suns,15,3,18055
3745,0 days 22:00:00,2021-11-24,Chase Center,Golden State Warriors,16,2,Philadelphia 76ers,10,9,18064
3746,0 days 20:00:00,2021-11-24,Toyota Center,Houston Rockets,2,16,Chicago Bulls,12,7,16074
3747,0 days 19:00:00,2021-11-24,Gainbridge Fieldhouse,Indiana Pacers,8,12,Los Angeles Lakers,10,10,15572
3748,0 days 20:00:00,2021-11-24,FedEx Forum,Memphis Grizzlies,9,9,Toronto Raptors,9,10,15409
3749,0 days 20:00:00,2021-11-24,Fiserv Forum,Milwaukee Bucks,11,8,Detroit Pistons,4,14,17341
3750,0 days 20:00:00,2021-11-24,Target Center,Minnesota Timberwolves,9,9,Miami Heat,12,7,17136
3751,0 days 20:00:00,2021-11-24,Smoothie King Center,New Orleans Pelicans,4,16,Washington Wizards,11,7,14659
